category_id,language_id,name,description,meta_title,meta_description,meta_keyword,custom_title
244,1,Invitations,"&lt;p&gt;&lt;/p&gt;&lt;h1 style=&quot;text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Invitations&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;text-align: -webkit-center;&quot;&gt;&lt;font face=&quot;Arial&quot; style=&quot;&quot;&gt;&lt;span style=&quot;font-size: 14px; background-color: rgb(255, 255, 255);&quot;&gt;Party Invitations Template! Backside Included. No waiting! Edit NOW from home.&lt;/span&gt;&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;text-align: -webkit-center;&quot;&gt;&lt;b style=&quot;color: inherit; font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Digital Invitations&lt;/font&gt;&lt;/b&gt;&lt;/h1&gt;&lt;p style=&quot;text-align: center; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; margin-bottom: 10px; padding: 0px; border: 0px; outline: 0px; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;WHAT ARE YOU ORDERING?&amp;nbsp;&lt;/p&gt;&lt;p style=&quot;text-align: center; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; margin-bottom: 10px; padding: 0px; border: 0px; outline: 0px; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;It is a download DIGITAL file in win.rar zip.&lt;/p&gt;&lt;p style=&quot;text-align: center; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; margin-bottom: 10px; padding: 0px; border: 0px; outline: 0px; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;The format is in PDF. Files your getting:&lt;/p&gt;&lt;li style=&quot;text-align: center; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;Invitational Card Digital FILE ONLY 2 Sizes&lt;/li&gt;&lt;li style=&quot;text-align: center; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;Thank you Card Digital FILE ONLY 1 Size&lt;/li&gt;&lt;p&gt;&lt;/p&gt;","Custom Emoji Digital Invitations, Emoji Invite Colors Emoji Birthday Invitation Digital download, emoji digital birthday invitations","Custom Emoji Digital Invitations, Emoji Invite Colors Emoji Birthday Invitation Digital download, emoji digital birthday invitations","Custom Emoji Digital Invitations, Emoji Invite Colors Emoji Birthday Invitation Digital download, emoji digital birthday invitations",NULL
246,1,Independence Day,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Independence Day&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Holiday/independence day.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;","Independence Day, 4th of July","Independence Day, 4th of July","Independence Day, 4th of July",NULL
247,1,Graduation,,Graduation,Graduation,graduation,
248,1,Birthday Party,,Birthday Party,Birthday Party,birthday party,
250,1,Christmas,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Christmas&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Holiday/christmas.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",christmas,Christmas,christmas,NULL
251,1,Baby Shower Photo Booth Frame,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Baby Shower/baby shower Photo Booth Frame.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Baby Shower Photo Booth Frame,Photo Booth Frame,photo booth frame,NULL
252,1,Baby Shower Banner &amp; Signs,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Baby Shower/baby shower Banner &amp;amp; Signs.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Baby Shower Banner,Banner &amp; Signs,banner &amp; signs,NULL
253,1,Baby Shower Photo Props,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Baby Shower/baby shower Photo Props.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Baby Shower Photo Props,Photo Props,photo props,NULL
254,1,Happy New year,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Happy New Year&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2020-Alex/00.02/3360x840-speedyorders-newyears.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/h1&gt;",Happy New year,Happy New year,happy new year,NULL
256,1,Baby Shower Invitations,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Baby Shower/baby shower Invitations.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Baby shower Invitations,Invitations,invitations,NULL
257,1,Baby Shower T-shirt,,Baby Shower tshirt,T-shirt,t-shirt,NULL
263,1,Birthday Photo Booth Frame,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/AAA/Birthday Main/Birthday Photo Booth Frame.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Birthday Photo Booth Frame,Photo Booth Frame,photo booth frame,NULL
264,1,Birthday Photo Props,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/AAA/Birthday Main/birthday Photo Props.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Birthday Photo Prop,Photo Props,photo props,NULL
265,1,Birthday Banner &amp; Signs,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/AAA/Birthday Main/birthday banners and sings.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Birthday Banner &amp; Signs,Banner &amp; Signs,banner &amp; signs,NULL
266,1,Birthday T-shirt,,Birthday shirt,T-shirt,t-shirt,NULL
267,1,Hanukkah,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Hanukkah&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Holiday/hanukkah.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",Hanukkah,Hanukkah,hanukkah,NULL
268,1,Kwanzaa,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Kwanzaa&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Holiday/kwanzaa.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;/h1&gt;",Kwanzaa,Kwanzaa,kwanzaa,NULL
269,1,Veterans Day,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Veterans Day&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Holiday/veterans day.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",Veterans Day,Veterans Day,veterans day,NULL
270,1,Chinese New Year,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Chinese New Year&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/chinese new year.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",Chinese New Year,Chinese New Year,chinese new year,NULL
272,1,Memorial / Labor Day,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Memorial / Labor Day&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Holiday/memorial labor day.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",Memorial Day,Memorial / Labor Day,memorial / labor day,NULL
273,1,Father's Day,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Father's Day&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Holiday/father_s day.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",Father's Day,Father's Day,father's day,NULL
274,1,Mother's Day,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Mother's Day&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Holiday/mother_s day.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;/h1&gt;",Mother's Day,Mother's Day,mother's day,NULL
275,1,Cinco De Mayo,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Cinco De Mayo&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Holiday/cinco de mayo.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",Cinco De Mayo,Cinco De Mayo,cinco de mayo,NULL
276,1,St. Patrick's Day,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;St. Patrick's Day&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Holiday/st. patrick_s day.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",St. Patrick's Day,St. Patrick's Day,st. patrick's day,NULL
278,1,Thanksgiving,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-weight: 700; caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Thanksgiving&lt;/font&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Holiday/thanksgiving.jpg&quot; style=&quot;color: inherit; font-family: inherit; width: 1479px;&quot;&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-weight: 700; caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/h1&gt;",Thanksgiving,Thanksgiving,thanksgiving,NULL
279,1,Fall Party,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Fall Party&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Special Events/fall party.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",Fall Party,Fall Party,fall party,NULL
280,1,Winter Party,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Winter Party&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Special Events/winter party.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",Winter Party,Winter Party,winter party,NULL
283,1,Birthday Themes,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/AAA/birthday Themes.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Birthday Theme,Theme,theme,NULL
284,1,Housewarming,"&lt;h1 style=&quot;font-size: 36px; margin-bottom: 20px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Housewarming&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Special Events/housewarming.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/h1&gt;",Housewarming,Housewarming,housewarming,NULL
285,1,Graduation Photo Booth Frame,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Special Events/Graduation Photo Booth Frame.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Graduation Photo Booth Frame,Photo Booth Frame,photo booth frame,NULL
286,1,Graduation Banner &amp; Signs,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Special Events/Graduation Banner _ Signs.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Graduation Banner and signs,Banner &amp; Signs,banner &amp; signs,NULL
287,1,Graduation Photo Props,,Graduation Photo Props,Photo Props,photo props,NULL
288,1,Graduation T-shirts,,Graduation Tshirts,T-shirts,t-shirts,NULL
291,1,Wedding,"&lt;center&gt;&lt;h1&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Wedding&lt;/font&gt;&lt;/h1&gt;&lt;/center&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;br&gt;&lt;/p&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Wedding/wedding.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;br&gt;&lt;/p&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#ff9c00&quot; face=&quot;Avenir LT W01 45 Book, sans-serif&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&lt;b&gt;&lt;i&gt;Let's Celebrate Love! A New Journey Of Life!&lt;/i&gt;&lt;/b&gt;&lt;/span&gt;&lt;/font&gt;&lt;/p&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(97, 97, 97); font-family: Lato, Arial, sans-serif; font-size: 16px; text-align: left;&quot;&gt;A wedding is the celebration of love, trust, partnership, tolerance, and tenacity.&lt;/span&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(75, 73, 76); font-family: arial, helvetica, sans-serif; font-size: small;&quot;&gt;From wedding, bachelorette&amp;nbsp;party, bachelor party, bridal shower you name it we have it to make your special occasion even more special.&lt;/span&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;text-align: start;&quot;&gt;&lt;font face=&quot;arial, helvetica, sans-serif&quot; size=&quot;2&quot;&gt;&lt;font color=&quot;#4b494c&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;/font&gt;&lt;br&gt;&lt;/span&gt;&lt;/div&gt;",Wedding,Wedding,wedding,NULL
292,1,Anniversary,"&lt;center&gt;&lt;h1&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Anniversary&lt;/font&gt;&lt;/h1&gt;&lt;h1&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Basic/anniversary.jpg&quot; style=&quot;color: inherit; font-family: inherit; width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;h1&gt;&lt;br&gt;&lt;/h1&gt;&lt;/center&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;br&gt;&lt;/p&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;font-weight: 700;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;&lt;em style=&quot;font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Celebrate Togetherness... Love...Trust!&lt;/span&gt;&lt;/em&gt;&lt;/font&gt;&lt;/span&gt;&lt;/p&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-size: 14px;&quot;&gt;&lt;font face=&quot;Arial&quot;&gt;Each wedding anniversary is a celebration of this unique relationship and all of the memories of the past year&lt;/font&gt;&lt;/span&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;span style=&quot;color: rgb(75, 73, 76); font-size: small;&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt;We have plenty of themes for your loved &lt;/span&gt;&lt;span style=&quot;font-size: 14px;&quot; class=&quot;&quot;&gt;ones&amp;nbsp;&lt;/span&gt;&lt;/span&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot; class=&quot;&quot;&gt;whether&lt;/span&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt; &lt;/span&gt;&lt;span style=&quot;font-size: 14px;&quot; class=&quot;&quot;&gt;it’s&amp;nbsp;&lt;/span&gt;&lt;span style=&quot;font-size: 14px;&quot; class=&quot;&quot;&gt;a first&lt;/span&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt; anniversary or your fiftieth.&lt;/span&gt;&lt;/span&gt;&lt;/font&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;text-align: start;&quot;&gt;&lt;font face=&quot;arial, helvetica, sans-serif&quot; size=&quot;2&quot;&gt;&lt;font color=&quot;#4b494c&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;/font&gt;&lt;/span&gt;&lt;/div&gt;",Anniversary,Anniversary,anniversary,NULL
